799,Bank of Bauhaus,None,None,None,2x,Fortification,Bauhaus,0,"PLAY AT ANY TIME.  May never be discarded or removed from game. You may spend D you do not have. Keep track of D you spend ""on credit"". D on credit may be erased at any time by paying 2D per 1D on credit. You may not win the game while you have D on credit. D gained by this card are not affected by ECONOMICAL BREAKDOWN. You may never have more than 10D on credit."
152,Heimburg,None,None,+2,None,Fortification,Bauhaus,1,THIS CARD MAY BE ADDED TO YOUR SQUAD AS ONE ACTION. BAUHAUS CITY. All of your Bauhaus members gain +2 to their A while HEIMBURG is in play. You may not have two identical Cities in play simultaneously.
538,Aide-De-Camp,3,4,7,7,Warrior,Bauhaus,1,"COMMANDER (SERGEANT). Assign a non-Personality Bauhaus warrior card to the Aide-de-Camp. That card, and copies of that card in your Squad gain +4 to F, S, A and V while this warrior is in the Squad."
15,Bauhaus Blitzer,3,3,3,3,Warrior,Bauhaus,1,"Handpicked paratroopers of the Bauhaus Clan Romanov, the Bauhaus Blitzers are used for particularly demanding sabotage and recon missions."
550,Bauhaus Cop,2,2,2,4,Warrior,Bauhaus,1,"If a Doomtrooper wounds or kills your Bauhaus warrior, the Cop may IMPRISON the Doomtrooper. You may choose to discard any or all cards attached to the prisoner when you Imprison it. Prisoners may never attack or be attacked. If the Cop is discarded, all its prisoners return to their Squads."
678,Bauhaus Security Guard,3,5,7,6,Warrior,Bauhaus,1,"While in your Squad, only you may manipulate your Destiny Points and Promotion Points, and they are unaffected by all card effects unless you say otherwise."
556,Capitaine,5,6,9,10,Warrior,Bauhaus,1,"COMMANDER (CAPTAIN). While in your Squad, all your Bauhaus warriors with V: 9 or less automatically kill anyone they wound."
85,Dragoon,1,3,5,3,Warrior,Bauhaus,1,"Dragoons are the elite armored forces of the Bauhaus war machine. With stahe of the art tanks and APCs, they are a good match for any foe."
103,Etoiles Mortant,4,2,6,4,Warrior,Bauhaus,1,"The Etoiles Mortant may only attack Dark Legion warriors during your turn if there are any in play, even if they are in your own Kohort. Otherwise, it can attack normally."
581,Eva Valmonte ,1,1,1,4,Warrior,Bauhaus,2,"A famous movie star of Bauhaus, Eva can also double as your spy. For each action dedicated to spying, your Doomtroopers (not Eva herself) gain +2 to F, S and A until the beginning of your next turn. An opponent must spend 1 Promotion Point to attack Eva."
106,Ex-Bauhaus Freelancer,2,2,4,1,Warrior,Bauhaus,1,"Points earned by the Freelancer must be made into D. The warrior may use cards meant for Bauhaus warriors, but only if you pay 3 D when each card is played."
434,Grizzly Battle Tank,8,14,16,20,Warrior,Bauhaus,1,YOU MUST HAVE AT LEAST TWO DRAGOONS IN YOUR SQUAD TO ADD THE GRIZZLY TO IT. VEHICLE AND TANK. IMMUNE TO ALL DARK SYMMETRY CARDS. Add as one action and discard the two DRAGOONS. You do not have to pay the 20 D cost (due to its V). The Grizzly may never use Equipment.
157,Hussar,2,2,3,2,Warrior,Bauhaus,1,"Hussars are the regular infantry of Bauhaus---well equipped, superbly trained and highly motivated for the furthering of their corporation's goals."
611,Kommandant,5,6,9,10,Warrior,Bauhaus,1,"COMMANDER (CAPTAIN). While in the Squad, all of your Bauhaus warriors with TANKS, and all Bauhaus warriors that are considered TANKS or VEHICLES, gain +5 to their F, S, A and V. The Kommandant will not affect its own ratings, but others may."
202,Max Steiner,4,7,9,8,Warrior,Bauhaus,1,"PERSONALITY. CONSIDERED A VENUSIAN RANGER. While Steiner is in play, all of your Venusian Rangers are immune to the effects of Dark Symmetry cards."
650,Staff General Constance Romanov,None,None,None,20,Warrior,Bauhaus,1,"PERSONALITY. CORPORATE LEADER. May never participate in combat or be in cover. While in play, you may convert any number of non-attack actions to attack actions, but they must be performed by Bauhaus warriors."
331,Valerie Duval,8,4,8,8,Warrior,Bauhaus,1,"PERSONALITY. CONSIDERED A MEMBER OF THE ÉTOILES MOURANTES. While Valerie Duval is in play, all of your Étoiles Mourantes are immune to the effeckts of Dark Symmetry cards."
533,Venusian Marshal ,8,7,8,8,Warrior,Bauhaus,1,"For each Venusian Marshal in your Squad, all your non-personality Bauhaus Doomtroopers (but not Venusian Marshals) gain +2 to F, S and A."
334,Venusian Ranger,4,3,4,4,Warrior,Bauhaus,1,"Venusian Rangers are immune to the effects of all DARK SYMMETRY GIFT cards, but not GIFT OF APOSTLE cards."
790,Wolfe,3,9,9,8,Warrior,Bauhaus,1,"PERSONALITY. CONSIDERED A VENUSIAN RANGER. If Wolfe uses a DEATHLOCKDRUM in combat, he gains an additional +5 to S."
362,Wolfe in the Heat,9,3,9,8,Warrior,Bauhaus,1,"PERSONALITY. IMMUNE TO ALL DARK SYMMETRY. May never becoma a Heretic. If he is wounded, he is immediatly healed, unless the wound causes him to be automatically killed."
666,Venusian Jungle ,+3,-1,+2,+2,Warzone,Bauhaus,1,"VENUSIAN WARZONE. ADD TO YOUR SQUAD IF YOU ARE A GRAND TACTICIAN. Warrior's combating in the Venusian Jungle may not use VEHICLES. VENUSIAN RANGERS defending from this Warzone gain an additional +3 to F, S and A."
372,Archetypal Timepiece,None,None,None,5,Relic,Bauhaus,1,"GIVE TO ANY BAUHAUS WARRIOR IF YOU ARE A NOTED COLLECTOR. While in play, you may take four actions each turn and may take one (and only one) more if you spend 5D. You may still only make one Attack action, and it still must be last."
564,Code of Honor,+2,+2,None,<x,Special,Bauhaus,0,"PLAY ON ANY DOOMTROOPER AT ANY TIME. THIS CARD REMAINS IN PLAY. The warrior becomes a member of Bauhaus, in addition to any affiliations it currently holds. Warrior gains +2 to F and S, and may never attack a Doomtrooper with a lower total V."
603,Home Turf Venus,None,None,None,None,Special,Bauhaus,0,"PLAY AT ANY TIME ON A VENUSIAN WARZONE. THIS CARD REMAINS IN PLAY. Bauhaus warriors defending from this Warzone may ignore all of the Warzone's negative ratings modifiers, and opponents wounded by defending Bauhaus warriors are automatically killed."
293,Spoke in the Cog,None,None,None,None,Special,Bauhaus,0,PLAY ON ANY NON-BAUHAUS DOOMTROOPER AT ANY TIME. The affected warrior is now considered a member of the Bauhaus Corporation in addition to any membership it currently holds.
768,Superior Quality,None,None,None,None,Special,Bauhaus,1,ATTACH TO ANY EQUIPMENT CARD AS ONE ACTION. The affected Equipment card may not be discarded unless this card is discarded first.
698,Day of Mourning,-5,-5,-5,None,Special,Bauhaus,0,"PLAY AT ANY TIME. ONCE PLAYED, REMOVE THIS CARD FROM THE GAME. All Bauhaus-affiliated warriors in play are -5 to F, S and A until the beginning of your next turn. "
597,Hagelsturm / M516D Shotgun,+4,None,None,None,Equipment,Bauhaus/Capitol,1,"GIVE TO ANY BAUHAUS OR CAPITOL COMMANDER. SHOTGUN. Considered a SHOOT WEAPON, but may only be used in Fight combats. +4 to F. If the warrior's total F is more than double opponent's total A, opponent is automatically killed."
710,Erwin Stahler,6,6,7,7,Warrior,Bauhaus/Dark_Legion,2,PERSONALITY. You may add Stahler to either your Squad or your Kohort. He is considered both a Doomtrooper and a Dark Legion Heretic. He may receive DARK SYMMETRY GIFTS and GIFTS OF ALGEROTH. As one action you may move him to and from your Squad and Kohort
865,The Brotherhood,None,None,None,None,Alliance,Brotherhood,0,"ALLIANCE. Refer to the ALLIANCES RULES CARD. All your Brotherhood warriors may cast all Art cards, and they treat all PERSONAL COMBAT SPELLS as COMBAT SPELLS."
1,"AC-40 ""Justifier""",+3,+3,None,None,Equipment,Brotherhood,1,LIGHT MACHINE GUN WITH INTEGRATED CHAIN BAYONET. FIGHT/SHOOT WEAPON. Warrior gains +3 to F and S.
363,"AC-41 ""Purifier""",None,+5,None,None,Equipment,Brotherhood,1,"GIVE TO ANY BROTHERHOOD WARRIOR. SHOOT WEAPON. HEAVY MACHINE GUN WITH INTEGRATED FLAME-THROWER. Warrior gains +5 to S, and opponents wounded by the Purifier are automatically killed."
386,Book of Law,None,None,None,None,Equipment,Brotherhood,1,GIVE TO ANY BROTHERHOOD WARRIOR. This warrior may perform one extra action (Attack or non-Attack) during each of your turns.
392,Castigator Battlespear ,+2,+4,None,None,Equipment,Brotherhood,1,"GIVE TO ANY DOOMTROOPER. FIGHT WEAPON. Warrior gains +2 to F. If given to a VALKYRIE, she gains +4 to F instead, and may discard the Castigator during combat to gain +4 to her S."
688,Cardinal's Blood,1,1,1,None,Equipment,Brotherhood,1,"POISON. ATTACH TO ANY MORTIFICATOR'S WEAPON. A warrior wounded by the affected weapon in a Fight combat is not wounded, but its unmodified F, S, and A drop to 1."
739,Mindslayer,None,None,None,None,Equipment,Brotherhood,1,"POISON. ATTACH TO ANY MORTIFICATOR'S WEAPON. A warrior wounded by the affected weapon in a Fight combat is not wounded but loses all special abilities written on its card (not restrictions), and any attached Special cards you choose."
20,Blessed Armor,None,None,None,None,Equipment,Brotherhood,1,ARMOR. GIVE ONLY TO A DOOMTROOPER. The warrior is immune to all Dark Symmetry cards. A warrior may only be equipped with one suit of armor.
713,Foreseeing Talisman,None,None,None,12,Equipment,Brotherhood,1,"GIVE TO ANY MORTIFICATOR. You may spend 12 D immediately after any player plays any Special card. That card has no effect on play and is discarded. If any actions or points were spent, they are lost."
441,Icarus Jet Fighter,None,+5,+5,None,Equipment,Brotherhood,1,"GIVE TO ANY ARCHANGEL. AIRSHIP AND VEHICLE. A warrior may only have one vehicle. Warrior gains +5 to S and A, and may discard any fortification or vehicle in play as three actions. No other weapons may be used when using the Icarus."
447,Inquisitor Battle Dress,None,None,+1,None,Equipment,Brotherhood,1,"GIVE TO ANY BROTHERHOOD WARRIOR. Affected warrior gains +1 to A. If the warrior is an INQUISITOR or INQUISITOR MAJORIS, warrior gains +3 to A instead. This is not considered armor."
734,Lotus Blossom,None,None,None,None,Equipment,Brotherhood,1,"POISON. GIVE TO ANY MORTIFICATOR. If the Mortificator survives a Fight combat, it may discard this card immediately after the combat to wound its opponent (even if it was already wounded) If the warrior is killed, points are earned."
473,Power Stabilizer ,None,None,None,1_each,Equipment,Brotherhood,1,"During each of your Draw steps, put 1 D from the common pool on the Stabilizer. The warrior may spend any or all of these D when casting spells. The D may only be spent for spellcasting. The warrior may have any number of Stabilizers."
210,Mortis Sword,+1,None,None,None,Equipment,Brotherhood,1,MAY ONLY BE GIVEN TO A BROTHERHOOD WARRIOR. FIGHT WEAPON. +1 to F. As 1 action you can give 1 Art card that owner can cast to sword. For every Art card with the Sword the Brother's F is another +1.
460,Mystic Battle Dress,None,None,+1,None,Equipment,Brotherhood,1,"GIVE TO ANY BROTHERHOOD WARRIOR. Warrior gains +1 to A. If the affected warrior is a MYSTIC or KEEPER OF THE ART and it becomes wounded, you may spend 3D immediately after that combat to heal the warrior. This is not considered armor."
745,Platinum Dream,None,None,None,None,Equipment,Brotherhood,1,POISON. GIVE TO ANY MORTIFICATOR. The Mortificator may discard the card at any time to permanently remove any warrior's immunity to the Art.
680,Black Venom,None,None,None,None,Equipment,Brotherhood,1,"POISON. ATTACH TO ANY MORTIFICATOR'S WEAPON. If the weapon wounds a warrior in a Fight combat, discard this card to paralyze the wounded opponent. It may not perform actions until healed, and may not retaliate if attacked."
378,Avenger Sword,+3,None,None,None,Equipment,Brotherhood,1,GIVE TO ANY BROTHERHOOD WARRIOR. FIGHT WEAPON. Warrior gains +3 toF.
573,Death Angel,None,12,None,None,Equipment,Brotherhood,1,GIVE TO ANY BROTHERHOOD WARRIOR WITH V: 3 OR LESS. VEHICLE. A warrior may only have one VEHICLE. Warrior may not use other Equipment with the Death Angel. Warrior gains +12 to S when in combat with a Dark Legion warrior. 
765,Spiraling Death,None,None,None,3_each,Equipment,Brotherhood,1,"POISON. ATTACH TO ANY MORTIFICATOR'S WEAPON. A warrior wounded by the weapon in a Fight combat is not wounded, but unless its controller spends 3 D during the Draw step each turn, the warrior is killed (you earn the points)."
690,Censer Drop,None,None,None,None,Equipment,Brotherhood,1,POISON. GIVE TO ANY MORTIFICATOR. Discard at any time to prevent all the members of any one Kohort from attacking until the beginning of your next turn. This will also cancel any combat with a Kohort member.
172,Inspire the Masses,None,None,None,2_each,Mission,Brotherhood,4,GIVE TO CARDINAL DOMINIC IF THE CATHEDRAL IS IN PLAY. Spend 2D for each Doomtrooper in play and use 3 actions to complete the mission. All Doomtroopers are healed and immune to the Dark Symmetry. All Brothers can use all Art cards. Those played later aren't affected.
337,Whispers of Heresy,None,None,None,None,Mission,Brotherhood,1,ASSIGN TO ANY MORTIFICATOR. This warrior must kill a Brother to complete the mission and earn points equal to twice the killed warrior's V. The attacked warrior may not be identical to this warrior.
391,Cardinal's Bank ,None,None,None,None,Fortification,Brotherhood,1,"ADD TO YOUR SQUAD AS ONE ACTION. While in play, your earned Destiny Points and Promotion Points may not be manipulated by any player but you. You may only have one Cardinal's Bank in play at any one time."
318,The Cathedral,None,None,+2,None,Fortification,Brotherhood,1,THIS CARD MAY BE ADDED TO YOUR SQUAD AS ONE ACTION. BROTHERHOOD CITY. All of your Brotherhood members gain +2 to their A while THE CATHEDRAL is in play. You may not have two identical Cathedrals in play simultaneously.
508,The Burroughs Cathedral,None,None,None,None,Fortification,Brotherhood,1,"ADD TO YOUR SQUAD AS ONE ACTION. While in play, all of your Doomtroopers may cast the Art of Premonition. You may not have more than one identical Cathedral in play simultaneously."
512,The Fukido Cathedral,None,None,None,None,Fortification,Brotherhood,1,"ADD TO YOUR SQUAD AS ONE ACTION. While in play, all of your Doomtroopers may cast the Art of Mentalism. You may not have more than one identical Cathedral in play simultaneously."
513,The Gibson Cathedral,None,None,None,None,Fortification,Brotherhood,1,"ADD TO YOUR SQUAD AS ONE ACTION. While in play, all of your Doomtroopers may cast the Art of Changeling. You may not have more than one identical Cathedral in play simultaneously."
514,The Heimburg Cathedral,None,None,None,None,Fortification,Brotherhood,1,"ADD TO YOUR SQUAD AS ONE ACTION. While in play, all of your Doomtroopers may cast the Art of Exorcism. You may not have more than one identical Cathedral in play simultaneously."
516,The Longshore Cathedral,None,None,None,None,Fortification,Brotherhood,1,"ADD TO YOUR SQUAD AS ONE ACTION. While in play, all of your Doomtroopers may cast the Art of Elements. You may not have more than one identical Cathedral in play simultaneously."
517,The San Dorado Cathedral,None,None,None,None,Fortification,Brotherhood,1,"ADD TO YOUR SQUAD AS ONE ACTION. While in play, all of your Doomtroopers may cast the Art of Manipulation. You may not have more than one identical Cathedral in play simultaneously."
522,The Volksburg Cathedral,None,None,None,None,Fortification,Brotherhood,1,"ADD TO YOUR SQUAD AS ONE ACTION. While in play, all of your Doomtroopers may cast the Art of Kinetics. You may not have more than one identical Cathedral in play simultaneously."
520,The Stone Archives,None,None,None,None,Fortification,Brotherhood,1,"ADD TO YOUR SQUAD AS ONE ACTION. While in play, all of your Doomtroopers may cast the Art of Summoning. You may not have more than one Stone Archive in play simultaneously."
735,Luna Memorial Hospital,None,None,None,None,Fortification,Brotherhood,2,"ADD TO YOUR SQUAD AS ONE ACTION. While in play, wounded warriors in the Squad may be healed as two actions. This card may be put back into your hand as two actions, even from the discard pile. You may only have one Luna Memorial Hospital in play."
943,Sanctuary,None,None,None,None,Fortification,Brotherhood,1,"ADD TO YOUR SQUAD AS ONE ACTION. While in play, your Doomtroopers may never be annihilated  (removed from the game). If a card effect causes a warrior to be annihilated, it is discarded instead."
369,Antiquarian ,3,3,3,3,Warrior,Brotherhood,1,The Antiquarian may conjure the Arts of Summoning and Kinetics.
896,Brother Claudius,7,7,6,8,Warrior,Brotherhood,1,"PERSONALITY. CONSIDERED A MORTIFICATOR. May cast any Art spell. During combat, every 1 D Claudius spends toward ART OF KINETICS spells counts as 3 D."
897,Brother Stern,8,6,8,8,Warrior,Brotherhood,1,"PERSONALITY. CONSIDERED A SACRED WARRIOR. May cast any Art spell. Stern automatically kills any warrior he wounds. While in play, all your SACRED WARRIORS (but not Stern himself) gain +5 to F, S and A and automatically kill any warrior they wound."
992,Crenshaw - Island Team Member,6,7,8,8,Warrior,Brotherhood,1,MUST BE ADDED AND MAY NOT LEAVE THE OUTPOST. PERSONALITY. Considered a Tribal warrior as well as a Doomtrooper. Considered a MORTIFICATOR. May cast all Art spells. Warriors wounded by Crenshaw are automatically killed.
695,"Crenshaw, the Redeemer",7,4,6,7,Warrior,Brotherhood,1,PERSONALITY. MORTIFICATOR. The Redeemer may cast all aspects of the Art. Warriors wounded by the Redeemer are automatically killed and removed from the game. The Redeemer will never attack a Brotherhood warrior.
59,Crenshaw The Mortificator,3,7,8,7,Warrior,Brotherhood,1,"PERSONALITY. CONSIDERED A MORTIFICATOR. Crenshaw may conjure all aspects of the Art. While he is in play, any warriors wounded by Mortificators are automatically killed."
826,Fury Elite Guard,5,6,7,7,Warrior,Brotherhood,1,"Once in play, you may at any time assign the Guard to any one Brotherhood personality. It will battle in that warrior's place during combat if you so choose. You may assign the Fury to another Brotherhood warrior by spending 5 D at any time."
8,Archangel,3,3,3,3,Warrior,Brotherhood,1,"Archangels may conjure the Arts of Changeling and Elements. They may be equipped with any non-warrior airship, even those only allowed to certain affiliations."
9,Archinquisitor Nikodemus,8,8,8,9,Warrior,Brotherhood,1,"PERSONALITY.  IDS AA. While he's in play, DT can't voluntarily seek cover. If he's wounded, you may spend 1 action and 5D to heal him and wound another of your DT"
766,Spirit of Nathaniel,None,None,None,30,Warrior,Brotherhood,5,"PERSONALITY. May never participate in combat or be in cover. While in play, all Brotherhood warriors in play may cast all Art spells, and automatically kill any Dark Legion warrior they wound in combat. As FOUR actions, the Spirit will discard any APOSTLE"
267,Sacred Warrior,3,3,3,3,Warrior,Brotherhood,1,Sacred Warriors may conjure the Arts of Premonition and Exorcism.
906,Elemental Master,8,8,9,10,Warrior,Brotherhood,1,"CONSIDERED A MYSTIC. The Elemental Master may cast any Art spell. When casting spells from the ART OF ELEMENTS, every 1 D spent toward the spell effect counts as 5 D."
1015,High Seer Castor,3,3,4,6,Warrior,Brotherhood,1,"PERSONALITY. CONSIDERED A MYSTIC. May cast all Art spells. While in play, you may look at the top card of every player's draw pile at any time, except when they are drawing cards."
182,Keeper of the Art,3,3,5,4,Warrior,Brotherhood,1,"All PCS are considered CS when cast by the Keeper, and every 1D spent on a spell effect is actually worth 2D toward that effect."
1020,Indigo - Island Team Member,3,14,8,8,Warrior,Brotherhood,1,MUST BE ADDED AND MAY NOT LEAVE THE OUTPOST. PERSONALITY. Considered a Tribal warrior as well as a Doomtrooper. May not cast Art spells or be given WEAPONS.
169,Inquisitor ,4,4,4,4,Warrior,Brotherhood,1,Inquisitors may conjure the Arts of Exorcism and Mentalism.
170,Inquisitor Majoris,7,7,7,8,Warrior,Brotherhood,1,The Inquisitor Majoris may conjure all disciplines of the Art.
836,Inquisitor Simon,5,10,8,9,Warrior,Brotherhood,1,PERSONALITY. CONSIDERED AN INQUISITOR. May cast all aspects of the Art. May never be turned into a Heretic. Dark Legion warriors wounded by Simon are automatically killed.
34,Cardinal Dominic,10,7,10,10,Warrior,Brotherhood,1,"PERSONALITY. AA. When attacking, Dominic must always attack the DL warrior in play with the highest V. Heretics cannot attack Dominic, and all warriors wounded by him are killed. While he's in play all Brotherhood members are IDS."
390,Cardinal Durand ,11,11,11,14,Warrior,Brotherhood,1,"PERSONALITY. While in play, all Brotherhood warriors may cast all aspects of the Art. Cardinal Durand may negate any immunity to the Art at any time for as long as he wishes. If Cardinal Durand is killed or discarded, shuffle him back into your draw pile."
415,Eminent Summoner,4,4,5,7,Warrior,Brotherhood,1,"The Eminent Summoner may conjure the Arts of Summoning and Manipulation, and pays only half the D costs when casting Art of Summoning spells."
209,Mortificator,3,3,3,3,Warrior,Brotherhood,1,The Mortificators are the Brotherhood's secret assassins. They may conjure the Arts of Kinetics and Manipulation. They may attack any warrior in play regardless of affiliation.
211,Mystic,4,4,4,5,Warrior,Brotherhood,1,"The Mystic may conjure all Disciples of the Art. Skilled in the use of the Art, Mystic's mission in life is to detect, locate and combat Dark Legion wherever encountered."
355,Nicholai,5,4,6,8,Warrior,Brotherhood,1,PERSONALITY. Considered a Mortificator. AMa AE. Nicholai may also conjure all PCS from all aspects. Warriors wounded by Nicholai are automatically killed.
263,Revisor,3,3,3,3,Warrior,Brotherhood,1,Revisors may conjure the Arts of Manipulation and Mentalism.
22,Blessed Vestal Laura,4,4,4,5,Warrior,Brotherhood,1,"PERSONALITY. CONSIDERED A VALKYRIE. While LAURA is in play, all of your VALKYRIE warriors may use all Disciples of the Art and are immune to Dark Symmetry cards."
332,Valkyrie,3,3,3,3,Warrior,Brotherhood,1,Valkyries may conjure the Arts of Changeling and Premonition.
638,Sacred Outpost ,+3,+3,+3,+6,Warzone,Brotherhood,1,GENERIC WARZONE. ADD TO YOUR SQUAD IF YOU ARE A GRAND TACTICIAN. Brotherhood warriors defending from this Warzone may cast any Art spell and automatically kill any warrior they wound. Doomtroopers attacking a Brotherhood warrior defending from this Warzon
435,Gusts of Hesitation,None,None,None,1_each,Art_Spell,Brotherhood,0,"ART OF MANIPULATION. CAST AT ANY TIME. For every 1D, you may randomly choose one card from any player's hand which must be discarded. You may not look at the card. This spell has no effect on just-played cards."
376,Attack Prediction,None,None,None,6,Art_Spell,Brotherhood,0,"ART OF PREMONITION. COMBAT SPELL. By spending 6D, you manage to predict the attack and escape before it begins. The Attack action is immediately canceled, and all cards affecting combat played so far (except this one) have no effect. This card is effectiv"
368,Annihilation,None,None,None,None,Art_Spell,Brotherhood,3,"ART OF KINETICS. CAST AS THREE ACTIONS. Every single card in play, including all warriors, the caster, and this card, are removed from play and may never return during this game. No points are awarded. Immunities do not protect against this card. "
418,Equilibrium,None,None,None,3_each,Art_Spell,Brotherhood,0,"ART OF MANIPULATION. CAST AT ANY TIME. You may immediately discard one special card in play. For every 3D, you may discard an additional special card in play."
475,Press ,None,None,None,None,Art_Spell,Brotherhood,0,"ART OF KINETICS. PERSONAL COMBAT SPELL. The caster forces its opponent to retreat, immediately ending the combat and wounding the opponent and the caster. Warriors killed in this manner do not earn points."
52,Command,None,None,None,6,Art_Spell,Brotherhood,1,"ART OF CHANGELING. CAST AS AN ATTACK ACTION. Cost 6D. Force an opponent's warrior to attack a warrior of your choice. If attacker hurt its controller gains D equal to twice of its V. If the Defender is hurt, you get D equal to the Defender's V."
114,Exorcise Evil Thoughts,None,None,+1,2_each,Art_Spell,Brotherhood,0,"ART OF EXORCISM. COMBAT SPELL. For every 2 D spent, affected warriors gains +1 A or is immune to the effects of one GIFT OF MUAWIJHE card."
493,Storm of Chaos,None,None,None,4,Art_Spell,Brotherhood,1,"ART OF MANIPULATION. CAST AS ONE ACTION. For 4D, you may force any player to discard his or her entire hand."
360,Spellbound,None,None,None,None,Art_Spell,Brotherhood,3,"ART OF MANIPULATION. Cast and attach to any player as three actions. While attached, the player’s Draw pile may not be manipulated, searched through or affected be Special cards in any way. You may only have one Spellbound in your deck."
112,Exorcise Dark Influences,None,None,None,1_each,Art_Spell,Brotherhood,0,"ART OF EXORCISM. COMBAT SPELL. For every 1 D, affected warrior is immune to the effects of one DARK SYMMETRY GIFT card."
141,Gaze,None,None,None,None,Art_Spell,Brotherhood,0,"ART OF PREMONITION. Cast any time. For every 10D you may examine an opponent's playing deck. Once you have looked through the deck, the deck's owner may reshuffle it."
91,Elemental Ball,+2,None,None,2_each,Art_Spell,Brotherhood,0,"ART OF ELEMENTS. PERSONAL COMBAT SPELL. For every 2D, caster gains +2 to F."
92,Elemental Bolt,None,+2,None,2_each,Art_Spell,Brotherhood,0,"ART OF ELEMENTS. PERSONAL COMBAT SPELL. For every 2D, caster gains +2 to S."
94,Elemental Wall,None,None,+2,2_each,Art_Spell,Brotherhood,0,"ART OF ELEMENTS. PERSONAL COMBAT SPELL. For every 2D, caster gains +2 to A."
256,Resist Elements,None,None,+1,2_each,Art_Spell,Brotherhood,0,"ART OF ELEMENTS. PERSONAL COMBAT SPELL. Caster automatically gains +1 to A. For every 2D, the caster gains +1 to A."
414,Elemental Alteration,-1,-1,+1,None,Art_Spell,Brotherhood,0,"ART OF ELEMENTS. CAST AT ANY TIME. The caster creates a torrential rainstorm, impeding visibility. All warriors in play are +1 to A and -1 to F and S until the beginning of your next turn."
95,Empathy,None,None,None,None,Art_Spell,Brotherhood,1,"ART OF CHANGELING. Cast as 1 action. For every 10D, a player must tell you the details of any attack plans for his or her next turn(s), including the Attacker, Defender, battle tactic and if there will be an attack. If possible, the player must follow the plans."
119,Exorcism,None,None,None,5_each,Art_Spell,Brotherhood,0,"ART OF CHANGELING. CAST AT ANY TIME. For every 5D, one Doomtrooper corrupted into a Heretic is redeemed and is now back to normal. Any Dark Symmetry cards played on the warrior must first be discarded at the cost of 3D each."
122,Explosion,+5,+5,None,3_each,Art_Spell,Brotherhood,0,"Art of Kinetics. PersonelCombatSpell - For every 3D spent, the caster's F and S are +5."
131,Fly,+2,+2,+2,+2,Art_Spell,Brotherhood,0,"ART OF MENTALISM. Cast at any time. The caster may not be attacked until the beginning of your next turn. But if the caster attacks, it gains +2 to F, S, A and V."
313,Telepathic Message,None,None,None,None,Art_Spell,Brotherhood,0,ART OF MANIPULATION. Cast any time. You may tell an opponent that he or she must attack a specific warrior during his or her next turn. That player gets to choose which of his or her warriors to attack with.
